cyrillic,meaning
интиҳу̊м-зêзӣҷ,экзаменатор
интиу̊м-зêзӣҷ,экзаменатор
имтиҳу̊н-зêх̌т,прием экзаменов
имтиу̊н-зêх̌т,прием экзаменов
интиҳу̊н-зêх̌т,прием экзаменов
интиу̊н-зêх̌т,прием экзаменов
имтиҳу̊нот,экзамены
имтиу̊нот,экзамены
интиҳу̊мот,экзамены
интиу̊мот,экзамены
иму̊м,имам (духовный сан)
йиму̊м,имам (духовный сан)
инвалӣд,инвалид
инвалӣт,инвалид
инвалӣти,инвалидность
инвалӣди,инвалидность
инвинтиризā́цийа,инвентаризация
индӯстрийа,индустрия
иниспе́ктур,инспектор
иниспектури,должность инспектора
инистирумент,инструмент
инистирӯ́ктӯр,инструктор
инистирӯктури,должность инструктора
инистирӯ́кцийа,инструкция
иниститӯт,институт
инкишоф,"развитие, прогресс"
инкор,отрицание
инку̊м,возможность
имку̊н,возможность
инсоф,справедливость; совесть
йинсоф,справедливость; совесть
инсу̊н,человек; человеческий род
инсу̊ни,"человечность, гуманность"
инсу̊нийат,человечество
интизор,ожидание
интизори,ожидание; поджидание
интизу̊м,"дисциплина; порядок, распорядок"
интилигенц,интеллигент
интилигент,интеллигент
интилиге́нцийа,интеллигенция
интирнацинāл,Интернационал
интирнāт,интернат
интернāт,интернат
интихоб,"выбор, избрание"
интихобот,выборы
интиқу̊м,месть
интиқу̊м-зêзӣҷ,мститель
интиқу̊м-зêх̌т,"месть, мщение"
инӡу̊вӣҷ,"тот, кто укладывает спать, баюкает"
иншо,"сочинение, писание"
инқилоб,революция
инҳу̊м,"подарок, награда"
ину̊м,"подарок, награда"
инҷинер,инженер
инжинер,инженер
анҷинер,инженер
инҷинери,должность инженера; специальность инженера
инжинери,должность инженера; специальность инженера
инҷу̊мот,"имущество, пожитки, предметы обихода, вещи; различные принадлехности, снаряжение, сбруя, снасти"
